ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,37097,Iredell,37097061002,"Census Tract 610.02, Iredell County, North Carolina",23.889016457988,4857,381,1842,73,1719,103,734,391,164,114,21017,2347,523,187,766,92,1181,264,752,206,160,97,1212,502,97,91,9,17,477,126,37,39,24,23,0,12,15.6,7.8,6.9,4.6,21017.0,2347.0,16.6,5.6,15.8,2.3,24.3,5.1,15.5,4.3,9.3,5.7,25.0,10.2,2.1,2.0,0.5,1.0,25.9,6.5,2.2,2.3,1.4,1.3,0.0,0.2,0.5506,0.6187,0.7468,0.6654,2.5815,0.6895,0.4959,0.6687,0.5935,0.5673,2.3254,0.7095,0.4143,0.6346,1.0489,0.5498,0.3392,0.7976,0.576,0.1461,0.0,1.8589,0.2691,7.8147,0.5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,183,7.3,3.6,2415
37,NORTH CAROLINA,NC,37097,Iredell,37097061003,"Census Tract 610.03, Iredell County, North Carolina",8.846590646548,4348,340,1751,88,1645,102,710,312,275,184,23413,2677,362,111,804,121,1206,273,661,196,217,103,1471,525,104,106,232,95,25,23,74,52,38,35,0,12,16.3,6.6,13.4,8.8,23413.0,2677.0,13.1,3.6,18.5,3.0,27.7,5.9,15.2,4.4,13.2,6.2,33.8,11.8,2.6,2.7,13.2,5.4,1.4,1.3,4.5,3.2,2.3,2.1,0.0,0.3,0.5742,0.9275,0.6176,0.535,2.6543,0.7154,0.6783,0.8465,0.576,0.7866,2.8874,0.9483,0.5401,0.6935,1.2336,0.6654,0.782,0.2897,0.8521,0.2552,0.0,2.179,0.4059,8.9543,0.7367,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,293,140,6.7,3.1,3858
37,NORTH CAROLINA,NC,37097,Iredell,37097061101,"Census Tract 611.01, Iredell County, North Carolina",19.44832839792,3075,288,1180,77,1065,85,261,252,59,43,27408,3322,289,98,537,67,508,183,546,158,36,44,338,449,26,65,0,17,301,106,55,45,14,17,0,12,8.5,8.0,3.5,2.6,27408.0,3322.0,12.7,4.0,17.5,2.8,16.5,5.7,17.8,5.1,3.4,4.2,11.0,14.6,0.9,2.2,0.0,1.4,25.5,8.4,5.2,4.2,1.3,1.6,0.0,0.4,0.251,0.2221,0.4382,0.5207,1.432,0.3253,0.6083,0.1452,0.7376,0.1267,1.6178,0.2411,0.1622,0.4111,0.5733,0.2447,0.0,0.7925,0.8848,0.1322,0.0,1.8095,0.252,5.4326,0.2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,263,12.1,8.3,1589
37,NORTH CAROLINA,NC,37097,Iredell,37097061102,"Census Tract 611.02, Iredell County, North Carolina",16.700761700784,3348,340,1479,44,1261,104,445,239,82,62,21826,2832,252,106,564,55,837,130,339,100,182,101,1035,542,120,94,0,17,600,100,35,27,69,57,0,12,13.3,7.0,5.0,3.9,21826.0,2832.0,11.8,4.7,16.8,2.1,25.0,2.9,10.2,3.2,14.4,8.0,30.9,15.9,3.8,3.0,0.0,1.1,40.6,6.7,2.8,2.2,5.5,4.5,0.0,0.4,0.454,0.4049,0.7071,0.4806,2.0466,0.5044,0.5673,0.7097,0.2744,0.83,2.3814,0.7483,0.5023,0.7972,1.2995,0.7046,0.0,0.9496,0.6687,0.5858,0.0,2.2041,0.4189,7.9316,0.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,414,160,12.4,4.3,4055
37,NORTH CAROLINA,NC,37097,Iredell,37097061103,"Census Tract 611.03, Iredell County, North Carolina",14.12471348121,3100,263,1308,73,1207,79,408,185,109,63,25321,3811,344,147,517,124,721,122,586,153,191,104,572,383,0,48,0,17,641,111,26,41,59,45,0,12,13.3,5.7,7.1,4.0,25321.0,3811.0,16.4,6.5,16.7,4.4,23.3,3.4,18.9,4.5,15.8,8.6,18.5,12.3,0.0,1.7,0.0,1.3,49.0,7.9,2.2,3.5,4.9,3.7,0.0,0.4,0.454,0.6334,0.5157,0.6567,2.2598,0.5784,0.5599,0.5968,0.7991,0.8724,2.8282,0.9339,0.2972,0.0,0.2972,0.1152,0.0,0.9806,0.576,0.5312,0.0,2.0878,0.3648,7.473,0.5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,412,180,13.3,5.5,1164
37,NORTH CAROLINA,NC,37097,Iredell,37097061104,"Census Tract 611.04, Iredell County, North Carolina",9.185148818472,2327,234,986,28,879,54,187,108,103,46,25916,3735,148,50,427,48,548,103,358,92,56,38,240,319,8,46,0,17,170,51,5,14,5,7,0,12,8.1,4.4,8.9,3.5,25916.0,3735.0,9.1,3.3,18.3,2.2,23.5,3.7,15.4,3.5,6.4,4.4,10.3,13.7,0.4,2.1,0.0,1.7,17.2,5.1,0.6,1.6,0.6,0.8,0.0,0.5,0.2321,0.7738,0.4912,0.3618,1.8589,0.4479,0.6622,0.6115,0.5894,0.3387,2.2018,0.6212,0.1452,0.2687,0.4139,0.1687,0.0,0.6765,0.2525,0.0583,0.0,0.9873,0.0661,5.4619,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,101,9.7,4.0,1680
37,NORTH CAROLINA,NC,37097,Iredell,37097061201,"Census Tract 612.01, Iredell County, North Carolina",12.701449230832,3835,278,1607,49,1437,95,257,136,55,50,29919,3651,234,102,613,86,900,138,500,135,30,30,492,418,48,64,0,17,225,90,24,27,0,12,45,15,6.7,3.6,2.8,2.4,29919.0,3651.0,8.7,3.7,16.0,2.5,23.5,3.2,13.1,3.5,2.1,2.1,12.8,10.9,1.3,1.7,0.0,1.1,14.0,5.6,1.7,1.9,0.0,2.4,1.2,0.4,0.1789,0.1445,0.3556,0.3456,1.0246,0.2143,0.5134,0.6115,0.4319,0.0668,1.6236,0.2453,0.1982,0.5055,0.7037,0.3263,0.0,0.6238,0.488,0.0,0.7249,1.8367,0.2621,5.1886,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,183,10.7,4.9,2636
37,NORTH CAROLINA,NC,37097,Iredell,37097061202,"Census Tract 612.02, Iredell County, North Carolina",12.32423298226,4681,316,2140,121,1908,149,477,179,227,79,30342,3891,304,102,794,99,980,111,853,174,172,58,914,448,13,50,0,17,226,93,0,17,50,35,11,8,10.3,4.0,8.8,3.3,30342.0,3891.0,9.1,3.1,17.0,2.1,20.9,1.9,18.3,3.8,9.0,3.0,19.5,9.5,0.3,1.1,0.0,0.8,10.6,4.3,0.0,0.9,2.6,1.8,0.2,0.2,0.3255,0.7632,0.3432,0.3618,1.7937,0.4239,0.5788,0.4032,0.7672,0.5456,2.2948,0.6868,0.312,0.224,0.536,0.2212,0.0,0.5596,0.0,0.2931,0.4452,1.2979,0.1211,5.9224,0.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,139,9.0,2.9,4823
37,NORTH CAROLINA,NC,37097,Iredell,37097061203,"Census Tract 612.03, Iredell County, North Carolina",6.820508432386,4715,349,2044,90,1825,121,407,165,174,79,32229,3344,175,82,626,109,1124,191,448,154,253,114,1251,539,54,62,382,109,209,101,38,36,18,20,0,12,8.6,3.4,6.7,3.0,32229.0,3344.0,5.6,2.5,13.3,2.6,23.8,3.6,9.5,3.2,13.9,6.2,26.5,11.3,1.2,1.4,18.7,5.3,10.2,4.9,2.1,2.0,1.0,1.1,0.0,0.3,0.2561,0.6002,0.2938,0.2194,1.3695,0.3077,0.3433,0.6378,0.2314,0.8157,2.0282,0.4952,0.435,0.4903,0.9253,0.4618,0.8461,0.5527,0.5585,0.1031,0.0,2.0604,0.3532,6.3834,0.3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,176,5.5,3.5,5402
37,NORTH CAROLINA,NC,37097,Iredell,37097061204,"Census Tract 612.04, Iredell County, North Carolina",5.347228528928,3623,263,1694,55,1285,91,108,69,69,50,59679,11985,112,82,552,88,737,115,297,101,46,29,199,387,0,48,0,17,63,50,0,17,0,12,0,12,3.0,1.9,3.6,2.5,59679.0,11985.0,4.2,3.1,15.2,2.1,20.3,2.8,8.2,2.7,3.6,2.3,5.5,10.7,0.0,1.4,0.0,1.0,3.7,2.9,0.0,1.3,0.0,2.7,0.0,0.3,0.0462,0.2331,0.0309,0.1521,0.4623,0.0611,0.4562,0.3512,0.1612,0.1373,1.1059,0.0697,0.0553,0.0,0.0553,0.0286,0.0,0.4219,0.0,0.0,0.0,0.4219,0.0162,2.0454,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,105,4.6,2.8,1820
37,NORTH CAROLINA,NC,37097,Iredell,37097061205,"Census Tract 612.05, Iredell County, North Carolina",18.74716716592,3872,273,1894,62,1474,91,312,166,119,65,41582,7207,142,59,800,90,726,111,703,182,10,20,164,365,13,51,0,17,294,94,0,17,63,47,0,12,8.1,4.0,6.4,3.5,41582.0,7207.0,5.0,2.1,20.7,2.5,18.8,2.5,18.2,4.4,0.7,1.4,4.2,9.4,0.4,1.4,0.0,0.9,15.5,4.9,0.0,1.2,4.3,3.1,0.0,0.3,0.2321,0.5706,0.1467,0.1917,1.1411,0.2416,0.7931,0.2525,0.7617,0.018,1.8253,0.3607,0.0309,0.2687,0.2996,0.1166,0.0,0.6446,0.0,0.4716,0.0,1.1162,0.0869,4.3822,0.1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,67,3.0,1.7,2182
37,NORTH CAROLINA,NC,37097,Iredell,37097061301,"Census Tract 613.01, Iredell County, North Carolina",14.662474030198,2893,275,1187,73,1030,78,583,377,139,74,18739,2057,392,133,321,36,672,124,541,173,97,84,536,393,83,83,39,52,650,109,39,52,62,41,0,12,20.2,12.0,9.0,4.3,18739.0,2057.0,21.0,6.2,11.1,1.7,23.2,3.7,18.7,6.4,9.4,8.2,18.5,13.5,3.2,3.2,3.3,4.4,54.8,8.4,3.8,5.1,6.0,4.0,0.0,0.4,0.7087,0.7789,0.8413,0.8138,3.1427,0.8464,0.2359,0.5894,0.7903,0.5751,2.1907,0.6111,0.2972,0.7553,1.0525,0.5512,0.5604,0.9931,0.7885,0.6209,0.0,2.9629,0.7582,9.3488,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,558,202,19.3,5.9,932
37,NORTH CAROLINA,NC,37097,Iredell,37097061302,"Census Tract 613.02, Iredell County, North Carolina",17.193854109392,4749,407,1780,98,1678,107,513,196,128,69,26386,3052,611,179,657,92,1093,249,566,173,193,95,1002,519,66,75,0,17,646,129,43,58,25,27,0,12,11.2,4.1,5.0,2.7,26386.0,3052.0,18.2,4.8,13.8,2.1,23.0,4.9,11.9,3.5,11.5,5.6,21.1,10.8,1.5,1.7,0.0,1.0,36.3,6.9,2.6,3.5,1.5,1.6,0.0,0.3,0.3634,0.4049,0.4732,0.7203,1.9618,0.4803,0.3691,0.5747,0.3598,0.7111,2.0147,0.4901,0.3465,0.5429,0.8894,0.441,0.0,0.9168,0.6378,0.16,0.0,1.7146,0.2224,6.5805,0.3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,557,218,11.7,4.3,1997
37,NORTH CAROLINA,NC,37097,Iredell,37097061303,"Census Tract 613.03, Iredell County, North Carolina",11.853619818194,4373,274,1703,94,1614,109,342,198,127,83,35069,3185,294,138,513,64,1101,132,348,133,92,65,509,393,17,51,19,19,331,120,21,23,34,40,0,12,7.8,4.4,5.6,3.5,35069.0,3185.0,10.0,4.6,11.7,1.3,25.2,2.6,8.0,3.0,5.7,4.0,11.6,9.0,0.4,1.3,1.1,1.1,19.4,7.0,1.3,1.4,2.1,2.5,0.0,0.3,0.2205,0.4806,0.2352,0.4046,1.3409,0.298,0.2673,0.7221,0.1515,0.2825,1.4234,0.1497,0.1737,0.2687,0.4424,0.182,0.423,0.707,0.4023,0.2284,0.0,1.7607,0.2344,4.9674,0.1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,108,5.2,2.4,5986
37,NORTH CAROLINA,NC,37097,Iredell,37097061304,"Census Tract 613.04, Iredell County, North Carolina",7.66019032062,5116,386,2176,93,2054,125,536,259,126,80,26257,2012,198,96,659,146,1169,177,730,221,263,119,1037,543,95,124,357,131,103,56,72,57,22,26,0,17,10.5,5.1,4.6,3.0,26257.0,2012.0,5.7,2.8,12.9,2.8,22.8,3.0,14.3,3.9,12.8,5.8,20.3,10.5,2.0,2.6,16.4,6.0,4.7,2.6,3.5,2.8,1.1,1.2,0.0,0.3,0.3347,0.3518,0.4783,0.2235,1.3883,0.3128,0.3226,0.5567,0.5196,0.7719,2.1708,0.6023,0.3332,0.6221,0.9553,0.4853,0.8286,0.4506,0.7581,0.1119,0.0,2.1492,0.3939,6.6636,0.4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,170,9.2,3.3,7286
37,NORTH CAROLINA,NC,37097,Iredell,37097061401,"Census Tract 614.01, Iredell County, North Carolina",4.577064305794,4928,245,2069,59,1773,101,41,39,72,36,64795,9065,48,49,689,94,1369,124,397,120,65,62,547,422,0,48,36,57,37,47,55,59,0,12,0,12,0.8,0.8,3.1,1.6,64795.0,9065.0,1.4,1.5,14.0,1.6,27.8,2.1,8.1,2.4,3.7,3.5,11.1,8.6,0.0,1.0,1.7,2.8,1.8,2.3,3.1,3.3,0.0,2.0,0.0,0.2,0.0037,0.1722,0.0226,0.0364,0.2349,0.0171,0.3802,0.8507,0.1566,0.1424,1.5299,0.1954,0.1636,0.0,0.1636,0.0677,0.4756,0.3253,0.7074,0.0,0.0,1.5083,0.166,3.4367,0.0416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,96,3.5,2.0,2332
37,NORTH CAROLINA,NC,37097,Iredell,37097061402,"Census Tract 614.02, Iredell County, North Carolina",4.20790368935,5680,465,2360,84,2161,117,487,307,175,107,34421,3835,55,35,731,88,1550,326,547,141,214,98,1132,622,57,89,368,126,49,57,31,38,39,31,0,17,8.6,5.1,6.0,3.5,34421.0,3835.0,1.5,1.0,12.9,1.9,27.3,5.3,9.6,2.5,9.9,4.5,19.9,10.8,1.1,1.7,15.6,5.3,2.1,2.4,1.4,1.8,1.8,1.4,0.0,0.3,0.2561,0.5245,0.2477,0.0419,1.0702,0.2226,0.3226,0.8295,0.2402,0.6111,2.0034,0.4827,0.3203,0.4696,0.7899,0.3774,0.8166,0.3447,0.429,0.1951,0.0,1.7854,0.2436,5.6489,0.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,128,4.7,2.3,7590
37,NORTH CAROLINA,NC,37097,Iredell,37097061403,"Census Tract 614.03, Iredell County, North Carolina",2.703155700688,3169,268,1568,54,1490,101,248,141,70,46,37597,5214,91,50,361,55,555,98,367,101,51,39,464,398,38,57,337,97,47,40,6,15,75,57,0,12,7.8,4.3,3.7,2.3,37597.0,5214.0,4.0,2.1,11.4,1.7,17.5,2.7,11.6,3.1,3.4,2.6,14.6,12.5,1.3,1.9,21.5,6.2,3.0,2.6,0.4,1.0,5.0,3.8,0.0,0.4,0.2205,0.2456,0.1974,0.1424,0.8059,0.149,0.2502,0.1866,0.3436,0.1267,0.9071,0.0467,0.2276,0.5055,0.7331,0.3438,0.8664,0.3956,0.2097,0.5405,0.0,2.0122,0.3259,4.4583,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,110,6.9,3.5,7490
37,NORTH CAROLINA,NC,37097,Iredell,37097061404,"Census Tract 614.04, Iredell County, North Carolina",3.724066531784,2618,224,1151,61,1005,67,160,100,27,21,59050,7027,80,71,381,54,598,78,209,76,53,38,191,319,7,47,70,40,16,17,0,17,44,54,0,12,6.1,3.7,1.9,1.6,59050.0,7027.0,4.2,3.5,14.6,2.5,22.8,2.3,8.0,2.9,5.3,3.8,7.3,12.2,0.3,1.9,6.1,3.5,1.4,1.5,0.0,1.7,4.4,5.3,0.0,0.5,0.1558,0.0642,0.0346,0.1521,0.4067,0.0467,0.4147,0.5567,0.1515,0.2498,1.3727,0.1335,0.0857,0.224,0.3097,0.1221,0.6581,0.2897,0.0,0.4831,0.0,1.4309,0.1489,3.52,0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,103,4.9,3.8,9234
37,NORTH CAROLINA,NC,37097,Iredell,37097061405,"Census Tract 614.05, Iredell County, North Carolina",2.715977762006,3858,324,1615,39,1470,86,109,80,123,63,44698,4802,92,55,786,100,655,147,479,139,24,27,418,488,0,48,0,17,103,73,0,17,8,13,0,12,2.8,2.1,5.5,2.9,44698.0,4802.0,3.2,1.9,20.4,2.8,17.0,3.5,12.4,3.6,1.6,1.8,10.8,12.6,0.0,1.3,0.0,1.1,6.4,4.6,0.0,1.2,0.5,0.9,0.0,0.3,0.0384,0.4709,0.1149,0.1074,0.7316,0.1291,0.7783,0.1668,0.3898,0.0415,1.3764,0.1344,0.1576,0.0,0.1576,0.0668,0.0,0.4857,0.0,0.0467,0.0,0.5324,0.0231,2.798,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,102,4.8,2.6,2292
37,NORTH CAROLINA,NC,37097,Iredell,37097061406,"Census Tract 614.06, Iredell County, North Carolina",4.71811431623,4871,278,2024,89,1615,107,297,184,107,63,80620,17137,48,39,697,77,1332,92,286,71,40,32,278,416,27,60,0,17,79,72,26,37,22,25,0,12,6.1,3.7,4.7,2.8,80620.0,17137.0,1.5,1.2,14.3,1.6,27.3,1.1,5.9,1.5,2.5,2.0,5.7,8.5,0.6,1.3,0.0,0.8,3.9,3.6,1.6,2.3,1.4,1.5,0.0,0.2,0.1558,0.367,0.0083,0.0419,0.573,0.087,0.3949,0.8295,0.0684,0.0797,1.3725,0.133,0.0576,0.335,0.3926,0.159,0.0,0.4284,0.4664,0.1461,0.0,1.0409,0.0744,3.379,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,168,4.5,3.4,2050
37,NORTH CAROLINA,NC,37097,Iredell,37097061407,"Census Tract 614.07, Iredell County, North Carolina",8.280663184456,4434,281,1954,56,1799,105,287,225,24,21,46341,6179,170,89,725,108,935,148,448,134,140,72,324,405,13,50,45,31,222,104,44,48,59,59,15,25,6.5,5.0,1.0,0.9,46341.0,6179.0,5.2,2.6,16.4,2.7,21.1,3.1,10.1,3.0,7.8,4.0,7.3,9.1,0.3,1.2,2.3,1.6,11.4,5.3,2.4,2.7,3.3,3.2,0.3,0.6,0.1706,0.0166,0.1001,0.2014,0.4887,0.0676,0.5387,0.4249,0.267,0.441,1.6716,0.2707,0.0857,0.224,0.3097,0.1221,0.5147,0.5753,0.606,0.3694,0.5166,2.582,0.5885,5.052,0.1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,125,7.6,2.7,2626
37,NORTH CAROLINA,NC,37097,Iredell,37097061408,"Census Tract 614.08, Iredell County, North Carolina",11.377112807098,4137,323,1428,71,1325,102,220,123,119,71,35804,5557,98,56,265,72,1344,129,451,177,85,54,440,458,8,48,0,17,150,53,0,17,9,15,0,12,5.3,2.8,5.4,3.2,35804.0,5557.0,3.8,2.1,6.4,1.7,32.5,1.8,10.9,4.0,6.4,4.1,10.6,11.1,0.2,1.2,0.0,1.2,10.5,3.6,0.0,1.3,0.7,1.1,0.0,0.3,0.1258,0.4571,0.2265,0.1346,0.944,0.1883,0.0585,0.9682,0.3118,0.3387,1.6772,0.2734,0.1539,0.1862,0.3401,0.1332,0.0,0.5578,0.0,0.074,0.0,0.6318,0.0287,3.5931,0.0569,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,138,84,3.3,2.0,1490
37,NORTH CAROLINA,NC,37097,Iredell,37097061501,"Census Tract 615.01, Iredell County, North Carolina",1.949893478706,3688,324,1411,95,1363,97,546,308,74,47,26213,3861,197,86,453,63,1053,199,589,178,215,96,829,419,24,57,27,35,66,25,19,24,102,51,0,12,14.9,7.9,4.2,2.6,26213.0,3861.0,8.4,3.6,12.3,1.8,28.6,4.8,16.0,4.6,15.8,7.0,22.5,11.2,0.7,1.7,1.9,2.5,4.7,1.7,1.4,1.8,7.5,3.6,0.0,0.3,0.5243,0.3098,0.4802,0.329,1.6433,0.3799,0.2908,0.8825,0.63,0.8724,2.6757,0.8841,0.3682,0.3571,0.7253,0.3378,0.4899,0.4506,0.429,0.712,0.0,2.0815,0.362,7.1258,0.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,119,9.1,3.0,2846
37,NORTH CAROLINA,NC,37097,Iredell,37097061502,"Census Tract 615.02, Iredell County, North Carolina",6.108974184054,3828,382,1387,67,1297,88,155,80,78,53,29862,3847,263,150,614,109,1162,287,248,76,59,54,843,452,40,65,32,28,98,55,0,17,2,7,92,70,4.1,2.2,4.2,2.8,29862.0,3847.0,10.9,5.8,16.0,3.2,30.4,6.9,6.6,2.1,4.5,4.2,22.0,11.6,1.1,1.8,2.3,2.1,7.1,3.9,0.0,1.3,0.2,0.5,2.4,1.8,0.0814,0.3098,0.3579,0.4429,1.192,0.2554,0.5134,0.9309,0.0942,0.1903,1.7288,0.3072,0.3608,0.4696,0.8304,0.4028,0.5147,0.4986,0.0,0.0356,0.8101,1.859,0.2695,5.6102,0.2545,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,372,186,10.0,4.5,2453
37,NORTH CAROLINA,NC,37097,Iredell,37097061503,"Census Tract 615.03, Iredell County, North Carolina",3.11803619936,3596,239,1497,79,1429,97,136,79,43,32,35339,5647,235,113,801,119,837,99,412,104,109,71,473,336,33,60,62,50,0,12,0,17,22,25,127,110,3.9,2.3,2.5,1.8,35339.0,5647.0,9.0,4.0,22.3,3.3,23.3,2.3,11.9,2.9,7.6,5.0,13.2,9.3,1.0,1.8,4.1,3.3,0.0,2.3,0.0,1.2,1.5,1.8,3.5,3.1,0.073,0.1127,0.2325,0.3576,0.7758,0.1407,0.8507,0.5968,0.3598,0.4309,2.2382,0.6457,0.2074,0.4373,0.6447,0.2885,0.6018,0.0,0.0,0.16,0.8608,1.6226,0.1923,5.2813,0.2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,71,4.9,2.1,4599
37,NORTH CAROLINA,NC,37097,Iredell,37097061601,"Census Tract 616.01, Iredell County, North Carolina",1.715541147766,3632,415,1260,62,1184,81,1046,435,173,166,24962,6010,327,139,312,77,1057,208,433,169,207,102,1577,525,150,125,77,49,54,47,120,82,84,57,0,12,28.8,10.8,9.3,8.4,24962.0,6010.0,16.6,6.3,8.6,2.3,29.1,4.7,11.9,4.4,17.5,8.6,43.4,13.6,4.4,3.7,6.1,3.9,4.3,3.8,10.1,7.0,7.1,4.8,0.0,0.3,0.8761,0.7932,0.5332,0.6654,2.8679,0.776,0.1263,0.9037,0.3598,0.9088,2.2986,0.6887,0.6599,0.8286,1.4885,0.8037,0.6581,0.4413,0.9843,0.6921,0.0,2.7758,0.6778,9.4308,0.7936,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,3,687,282,18.9,6.4,4131
37,NORTH CAROLINA,NC,37097,Iredell,37097061602,"Census Tract 616.02, Iredell County, North Carolina",6.302641016744,7746,698,3434,137,3125,216,610,396,177,118,32820,3520,499,263,812,99,1829,332,815,212,304,111,2692,911,205,147,464,161,64,75,16,29,196,164,63,27,7.9,5.2,4.0,2.8,32820.0,3520.0,9.3,4.8,10.5,1.6,23.6,3.7,10.5,2.7,9.7,3.5,34.8,11.3,2.9,2.0,13.5,4.7,1.9,2.2,0.5,0.9,6.3,5.2,0.8,0.3,0.2256,0.2849,0.2814,0.3728,1.1647,0.2499,0.206,0.6217,0.2905,0.5954,1.7136,0.2988,0.5539,0.7253,1.2792,0.694,0.7866,0.3313,0.2309,0.6412,0.6645,2.6545,0.6172,6.812,0.4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,261,8.6,3.3,3754
37,NORTH CAROLINA,NC,37099,Jackson,37099940200,"Census Tract 9402, Jackson County, North Carolina",57.160179469092,6134,480,3377,174,2402,205,1221,411,281,256,17992,1975,555,170,1171,163,1357,225,1484,303,261,113,3652,652,19,70,42,40,827,181,57,44,310,141,0,17,19.9,6.6,10.4,9.2,17992.0,1975.0,13.3,4.0,19.1,2.4,22.1,3.2,24.2,4.6,10.9,4.6,59.5,9.6,0.3,1.2,1.2,1.2,24.5,5.3,2.4,1.8,12.9,5.8,0.0,0.3,0.7009,0.8403,0.8704,0.5447,2.9563,0.801,0.7111,0.4986,0.9621,0.6793,2.8511,0.94,0.8046,0.224,1.0286,0.5369,0.4323,0.7819,0.606,0.8724,0.0,2.6926,0.6343,9.5286,0.8061,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1741,353,28.4,5.4,7722
