ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
37,NORTH CAROLINA,NC,37001,Alamance,37001020100,"Census Tract 201, Alamance County, North Carolina",1.741971374074,3839,330,2033,101,1832,130,1017,290,135,86,29158,6177,400,132,670,100,710,198,855,174,164,94,1484,415,42,56,224,79,30,46,6,15,243,102,66,36,26.6,6.7,6.7,4.1,29158.0,6177.0,14.0,4.4,17.5,2.9,18.5,4.9,22.3,4.8,9.0,5.1,38.7,10.3,1.2,1.6,11.0,3.9,1.5,2.3,0.3,0.9,13.3,5.4,1.7,0.9,0.8442,0.6002,0.3796,0.5687,2.3927,0.621,0.6083,0.2318,0.9256,0.5456,2.3113,0.6993,0.5995,0.4903,1.0898,0.5724,0.7498,0.2985,0.2,0.8826,0.7668,2.8977,0.7286,8.6915,0.7038,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,476,163,12.4,4.2,7533
37,NORTH CAROLINA,NC,37001,Alamance,37001020200,"Census Tract 202, Alamance County, North Carolina",1.33391870317,3929,531,1842,99,1492,136,1210,363,168,104,15631,2931,741,219,421,82,1114,296,744,227,334,125,2496,581,385,230,9,18,0,12,49,52,112,58,86,110,30.9,8.7,8.7,5.2,15631.0,2931.0,29.3,7.3,10.7,2.4,28.4,6.5,19.0,5.9,22.4,8.1,63.5,12.1,10.7,6.2,0.5,1.0,0.0,1.9,3.3,3.5,7.5,3.8,2.2,2.8,0.9034,0.7562,0.9359,0.9659,3.5614,0.9459,0.2175,0.8733,0.806,0.9696,2.8664,0.9427,0.8318,0.9618,1.7936,0.9382,0.3392,0.0,0.7359,0.712,0.7982,2.5853,0.5904,10.8067,0.9324,1,0,1,1,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,5,659,234,16.8,5.0,2347
37,NORTH CAROLINA,NC,37001,Alamance,37001020300,"Census Tract 203, Alamance County, North Carolina",4.308649670312,7945,756,3127,147,2850,208,1611,641,219,127,17522,1939,1344,292,1640,304,2148,542,1020,261,464,182,5842,811,950,272,67,81,619,213,195,119,154,114,380,126,21.2,7.8,6.6,3.7,17522.0,1939.0,26.0,5.8,20.6,4.6,27.0,6.3,13.4,3.8,16.3,6.3,73.5,7.5,13.0,3.6,2.1,2.6,19.8,6.7,6.8,4.2,5.4,4.0,4.8,1.5,0.7356,0.5896,0.8898,0.9272,3.1422,0.8459,0.7857,0.8194,0.4568,0.8871,2.949,0.9607,0.8885,0.9774,1.8659,0.9659,0.5023,0.7126,0.9378,0.5779,0.8926,3.6232,0.9491,11.5803,0.9773,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,1630,405,21.4,4.6,8973
37,NORTH CAROLINA,NC,37001,Alamance,37001020400,"Census Tract 204, Alamance County, North Carolina",4.462623672994,6931,570,2731,112,2466,150,2256,590,256,158,15527,2073,777,238,836,133,1952,373,949,222,437,177,5624,650,395,185,91,84,279,112,163,96,261,126,100,92,32.6,8.0,7.6,4.6,15527.0,2073.0,18.9,5.5,12.1,1.9,28.2,4.9,13.7,3.4,17.7,7.1,81.1,6.6,6.2,2.9,3.3,3.1,10.2,4.1,6.6,3.9,10.6,5.0,1.4,1.3,0.9177,0.6708,0.9382,0.7438,3.2705,0.8797,0.2811,0.8668,0.4758,0.9138,2.5375,0.8291,0.9286,0.9032,1.8318,0.9502,0.5604,0.5527,0.9336,0.8178,0.7447,3.6092,0.9468,11.249,0.9607,1,0,1,0,2,0,0,0,1,1,1,1,2,0,0,1,0,0,1,6,1264,335,18.3,4.4,2574
37,NORTH CAROLINA,NC,37001,Alamance,37001020501,"Census Tract 205.01, Alamance County, North Carolina",2.756051288586,3556,480,1659,88,1436,136,841,353,197,159,27875,6993,277,146,570,102,790,209,443,162,188,99,1099,651,149,100,173,100,85,70,12,24,4,7,5,8,24.1,9.0,11.3,8.1,27875.0,6993.0,12.4,6.2,16.0,3.4,22.2,5.1,12.5,4.1,13.1,6.8,30.9,17.8,4.5,3.0,10.4,6.0,5.1,4.2,0.8,1.7,0.3,0.5,0.1,0.2,0.7966,0.8726,0.4161,0.5092,2.5945,0.695,0.5134,0.5055,0.394,0.7848,2.1977,0.6171,0.5023,0.8359,1.3382,0.7253,0.7369,0.4616,0.3,0.0379,0.3544,1.8908,0.2816,8.0212,0.6127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,193,12.7,4.8,2333
37,NORTH CAROLINA,NC,37001,Alamance,37001020502,"Census Tract 205.02, Alamance County, North Carolina",2.093227282472,4222,411,1638,72,1514,116,1107,388,257,105,16423,1758,732,212,414,78,1299,195,467,197,355,124,2815,478,233,117,20,34,128,55,56,36,217,102,87,136,26.5,8.1,12.1,4.6,16423.0,1758.0,28.5,7.4,9.8,1.8,30.8,3.5,11.1,4.3,23.4,8.0,66.7,9.3,6.2,3.0,1.2,2.1,7.8,3.4,3.7,2.4,14.3,6.4,2.1,3.2,0.8414,0.9012,0.9184,0.9585,3.6195,0.9565,0.1751,0.9378,0.3196,0.9774,2.4099,0.7667,0.8516,0.9032,1.7548,0.9253,0.4323,0.5097,0.7779,0.8955,0.7917,3.4071,0.8988,11.1913,0.9579,0,1,1,1,3,0,1,0,1,2,0,1,1,0,0,0,0,0,0,6,717,208,17.0,4.3,2531
37,NORTH CAROLINA,NC,37001,Alamance,37001020601,"Census Tract 206.01, Alamance County, North Carolina",2.156787779814,3160,204,1461,57,1380,84,80,58,23,21,42427,4012,82,53,911,67,576,84,393,94,20,20,180,276,21,51,0,17,5,10,9,20,23,26,0,12,2.5,1.8,1.5,1.4,42427.0,4012.0,3.4,2.2,28.8,2.3,18.2,2.4,12.4,3.0,1.4,1.5,5.7,8.7,0.7,1.7,0.0,1.2,0.3,0.7,0.7,1.4,1.7,1.9,0.0,0.4,0.0305,0.0388,0.1407,0.1171,0.3271,0.0324,0.9488,0.2194,0.3898,0.0323,1.5903,0.2263,0.0576,0.3571,0.4147,0.1691,0.0,0.1677,0.2779,0.1812,0.0,0.6268,0.0277,2.9589,0.0227,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,115,62,3.6,2.0,5551
37,NORTH CAROLINA,NC,37001,Alamance,37001020602,"Census Tract 206.02, Alamance County, North Carolina",1.075913377608,2533,233,1297,53,1209,87,169,71,16,20,42776,14075,101,74,790,178,425,135,474,120,112,75,363,337,26,62,95,42,0,12,35,50,44,32,83,86,6.9,2.9,1.4,1.7,42776.0,14075.0,5.0,3.7,31.2,6.8,16.8,5.1,19.4,5.0,9.3,6.2,14.3,13.3,1.0,2.5,7.3,3.3,0.0,2.7,2.9,4.2,3.6,2.6,3.3,3.4,0.1891,0.0328,0.1356,0.1917,0.5492,0.0819,0.9627,0.1585,0.824,0.5673,2.5125,0.8185,0.2221,0.4373,0.6594,0.2977,0.6853,0.0,0.6802,0.3971,0.8539,2.6165,0.6015,6.3376,0.3457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105,111,4.3,4.4,3195
37,NORTH CAROLINA,NC,37001,Alamance,37001020701,"Census Tract 207.01, Alamance County, North Carolina",2.62525228625,4473,409,2279,129,2012,151,407,237,95,97,37265,8066,403,154,1051,157,667,154,818,346,126,89,1060,572,85,79,747,209,18,27,17,30,168,113,47,33,9.2,5.4,3.9,4.0,37265.0,8066.0,11.4,4.2,23.5,3.6,14.9,3.2,18.4,7.3,6.3,4.4,23.7,12.6,1.9,1.8,32.8,9.0,0.8,1.2,0.8,1.5,8.3,5.4,1.1,0.7,0.2769,0.2724,0.202,0.4654,1.2167,0.2619,0.8816,0.0986,0.7737,0.329,2.0829,0.5303,0.3899,0.6088,0.9987,0.5171,0.935,0.2241,0.3,0.7471,0.7092,2.9154,0.7383,7.2137,0.4993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,432,169,9.7,3.9,9939
37,NORTH CAROLINA,NC,37001,Alamance,37001020702,"Census Tract 207.02, Alamance County, North Carolina",2.92359523216,4709,448,2555,121,2277,191,1296,494,392,176,23403,3201,523,199,707,148,978,232,447,145,367,151,2224,557,175,130,470,183,100,64,60,55,44,44,0,12,27.5,9.8,13.6,5.7,23403.0,3201.0,16.8,5.8,15.0,3.0,20.8,4.5,9.5,3.0,16.1,6.5,47.2,11.0,3.9,2.9,18.4,7.1,3.9,2.5,2.6,2.4,1.9,2.0,0.0,0.3,0.8585,0.9312,0.6185,0.6756,3.0838,0.8316,0.4406,0.3959,0.2314,0.8825,1.9504,0.4388,0.7014,0.8023,1.5037,0.8097,0.8447,0.4284,0.6378,0.2067,0.0,2.1176,0.381,8.6555,0.6964,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,603,221,12.8,4.9,3907
37,NORTH CAROLINA,NC,37001,Alamance,37001020801,"Census Tract 208.01, Alamance County, North Carolina",4.598421924026,1610,216,822,41,702,61,160,144,30,27,25555,4038,221,106,323,50,328,116,246,80,46,38,651,265,144,91,0,17,182,52,9,19,36,37,0,12,9.9,8.6,3.7,3.2,25555.0,4038.0,18.7,8.7,20.1,4.4,20.4,6.7,15.3,5.1,6.6,5.5,40.4,15.6,9.9,6.2,0.0,2.1,22.1,6.1,1.3,2.7,5.1,5.2,0.0,0.7,0.3084,0.2456,0.5088,0.7378,1.8006,0.4276,0.7627,0.3608,0.5838,0.3525,2.0598,0.5178,0.6253,0.9562,1.5815,0.8558,0.0,0.7445,0.4023,0.5483,0.0,1.6951,0.2173,7.137,0.4845,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,156,76,9.7,4.5,4337
37,NORTH CAROLINA,NC,37001,Alamance,37001020802,"Census Tract 208.02, Alamance County, North Carolina",1.825566704196,6105,555,2848,149,2562,190,1999,578,205,115,13924,1752,1659,379,846,201,1534,294,1037,222,327,163,4125,744,449,223,139,92,28,46,39,64,581,163,43,19,32.9,9.4,7.4,4.1,13924.0,1752.0,40.3,8.3,13.9,3.2,25.1,4.2,17.1,4.1,12.8,6.3,67.6,10.5,7.6,3.7,4.9,3.2,1.0,1.6,1.5,2.5,22.7,6.1,0.7,0.3,0.92,0.6588,0.964,0.9949,3.5377,0.9422,0.3765,0.7147,0.6984,0.7719,2.5615,0.8374,0.8567,0.9313,1.788,0.9373,0.6221,0.2528,0.4498,0.9649,0.6456,2.9352,0.749,10.8224,0.9329,1,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,5,1590,494,26.2,7.6,4694
37,NORTH CAROLINA,NC,37001,Alamance,37001020901,"Census Tract 209.01, Alamance County, North Carolina",3.045776051754,3716,357,1581,88,1497,89,732,198,32,30,24936,3187,241,69,549,74,1053,198,538,147,106,63,1523,397,133,105,91,43,192,91,153,68,55,38,13,12,19.7,5.3,1.9,1.8,24936.0,3187.0,9.6,2.9,14.8,2.5,28.3,4.6,14.5,4.4,7.1,4.2,41.0,9.9,3.9,3.1,5.8,2.8,12.1,5.4,10.2,4.5,3.7,2.6,0.3,0.3,0.6921,0.0642,0.5346,0.3829,1.6738,0.3915,0.4276,0.8696,0.5303,0.3912,2.2187,0.6282,0.6341,0.8023,1.4364,0.7705,0.6475,0.5929,0.9853,0.4064,0.5166,3.1487,0.8257,8.4776,0.6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,334,147,9.0,3.6,3119
37,NORTH CAROLINA,NC,37001,Alamance,37001020902,"Census Tract 209.02, Alamance County, North Carolina",3.95931384716,3544,319,1488,103,1449,112,419,295,81,49,29658,4954,368,189,696,73,787,149,443,104,121,64,780,396,177,108,0,17,249,116,60,78,37,45,7,4,11.8,7.7,4.3,2.5,29658.0,4954.0,14.4,6.7,19.6,2.6,22.2,3.7,12.5,2.9,8.4,4.4,22.0,11.0,5.3,3.2,0.0,1.1,16.7,7.2,4.1,5.4,2.6,3.1,0.2,0.1,0.3897,0.3232,0.3625,0.5829,1.6583,0.3859,0.7355,0.5055,0.394,0.4931,2.1281,0.5681,0.3608,0.8788,1.2396,0.671,0.0,0.6673,0.8194,0.2931,0.4452,2.225,0.4318,7.251,0.5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,183,13.0,4.5,1244
37,NORTH CAROLINA,NC,37001,Alamance,37001021000,"Census Tract 210, Alamance County, North Carolina",1.29344942204,3749,347,1714,110,1628,114,1511,351,149,90,16032,2287,643,157,486,115,1065,204,640,164,357,106,2404,397,247,125,154,77,25,24,108,69,145,64,34,41,40.5,8.1,8.5,4.9,16032.0,2287.0,28.4,6.5,13.0,3.3,28.4,4.8,17.2,4.3,21.9,6.3,64.1,8.8,7.0,3.5,9.0,4.5,1.5,1.4,6.6,4.3,8.9,3.9,0.9,1.1,0.9626,0.7415,0.9276,0.9562,3.5879,0.9509,0.3281,0.8733,0.7053,0.9659,2.8726,0.9441,0.8341,0.9226,1.7567,0.9267,0.7161,0.2985,0.9336,0.7675,0.6816,3.3973,0.8969,11.6145,0.9783,1,0,1,1,3,0,0,0,1,1,0,1,1,0,0,1,0,0,1,6,736,190,19.7,4.7,3480
37,NORTH CAROLINA,NC,37001,Alamance,37001021101,"Census Tract 211.01, Alamance County, North Carolina",3.118819214216,2553,249,1288,87,1092,95,422,209,81,56,22557,3365,174,89,426,83,630,122,578,107,160,75,1075,331,13,48,69,62,33,23,16,25,25,33,10,12,16.6,8.1,6.4,4.7,22557.0,3365.0,10.0,5.1,16.7,3.0,24.7,4.1,22.6,4.8,14.7,6.8,42.1,12.3,0.5,2.0,5.4,4.8,2.6,1.8,1.5,2.4,2.3,3.1,0.4,0.5,0.5848,0.5706,0.6697,0.4046,2.2297,0.5696,0.5599,0.6954,0.933,0.841,3.0293,0.9723,0.6438,0.3051,0.9489,0.482,0.6387,0.3734,0.4498,0.2552,0.5654,2.2825,0.4549,8.4904,0.6747,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,335,151,13.1,5.9,4387
37,NORTH CAROLINA,NC,37001,Alamance,37001021102,"Census Tract 211.02, Alamance County, North Carolina",4.161587665634,3436,329,1476,102,1434,100,869,257,37,27,21556,2761,361,119,677,106,780,161,508,153,225,68,1242,506,27,56,201,103,108,67,34,42,56,38,144,44,26.4,7.7,2.5,1.8,21556.0,2761.0,15.5,5.3,19.7,3.3,22.7,4.2,15.4,4.7,15.7,4.6,36.1,14.3,0.9,1.8,13.6,6.9,7.3,4.5,2.4,3.0,3.9,2.7,4.2,1.2,0.8396,0.1127,0.7205,0.6267,2.2995,0.5877,0.7438,0.5484,0.5894,0.8696,2.7512,0.9122,0.57,0.4111,0.9811,0.5037,0.7876,0.5032,0.606,0.4267,0.8783,3.2018,0.8428,9.2336,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,171,14.4,4.8,4002
37,NORTH CAROLINA,NC,37001,Alamance,37001021201,"Census Tract 212.01, Alamance County, North Carolina",13.560026178742,5547,377,2392,91,2172,109,919,278,74,44,20160,2285,592,142,848,134,1458,238,829,168,300,83,2576,459,418,214,15,27,703,154,138,75,135,62,12,8,16.6,4.9,2.8,1.6,20160.0,2285.0,16.7,3.8,15.3,2.5,26.3,3.9,14.9,3.0,13.8,3.8,46.4,7.7,8.2,4.2,0.6,1.1,29.4,6.1,6.4,3.5,6.2,2.8,0.2,0.1,0.5848,0.1445,0.7883,0.6696,2.1872,0.5534,0.4608,0.7829,0.5584,0.8115,2.6136,0.8587,0.6959,0.9433,1.6392,0.8751,0.3594,0.8452,0.929,0.632,0.4452,3.2108,0.8474,9.6508,0.82,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1080,299,19.5,5.2,6072
37,NORTH CAROLINA,NC,37001,Alamance,37001021204,"Census Tract 212.04, Alamance County, North Carolina",12.859256068068,4477,354,1934,90,1809,107,608,234,54,35,28261,2737,332,80,707,106,992,192,612,140,186,96,1171,484,32,49,0,17,431,115,3,13,18,20,160,65,14.2,5.3,2.2,1.4,28261.0,2737.0,10.4,2.5,15.8,2.4,22.2,3.9,14.2,3.6,10.3,5.3,26.2,10.6,0.8,1.2,0.0,0.9,22.3,5.8,0.2,0.7,1.0,1.1,3.6,1.4,0.4956,0.0882,0.4018,0.4221,1.4077,0.3211,0.4959,0.5055,0.5118,0.6392,2.1524,0.5843,0.4295,0.382,0.8115,0.3899,0.0,0.7486,0.1917,0.1031,0.8631,1.9065,0.2876,6.2781,0.3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,130,8.4,3.1,3685
37,NORTH CAROLINA,NC,37001,Alamance,37001021205,"Census Tract 212.05, Alamance County, North Carolina",4.514743581974,6178,432,2753,132,2549,147,681,289,260,140,26583,2442,289,120,796,179,1562,212,795,213,276,167,2114,606,0,68,873,225,53,65,14,29,63,52,23,13,11.1,4.8,8.4,4.1,26583.0,2442.0,6.9,2.8,12.9,3.0,25.3,2.9,12.9,3.6,10.8,6.5,34.2,9.5,0.0,1.2,31.7,8.1,1.9,2.4,0.5,1.2,2.5,2.0,0.4,0.2,0.3564,0.7313,0.4673,0.2733,1.8283,0.4354,0.3226,0.7258,0.4203,0.6724,2.1411,0.5741,0.5429,0.0,0.5429,0.224,0.929,0.3313,0.2309,0.2792,0.5654,2.3358,0.485,6.8481,0.4382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,284,155,4.6,2.5,7430
37,NORTH CAROLINA,NC,37001,Alamance,37001021206,"Census Tract 212.06, Alamance County, North Carolina",5.00774294,5097,398,2204,110,1935,136,680,335,119,74,26969,2935,283,155,479,123,1543,266,668,185,283,109,1954,600,131,110,194,75,275,113,33,42,17,20,8,8,13.3,6.0,4.7,2.8,26969.0,2935.0,9.1,4.8,9.4,2.5,30.3,4.7,13.1,3.6,14.6,5.6,38.3,11.4,2.8,2.3,8.8,3.4,12.5,4.9,1.7,2.2,0.9,1.0,0.2,0.2,0.454,0.367,0.4585,0.3618,1.6413,0.3795,0.1608,0.9304,0.4319,0.8369,2.36,0.7349,0.5959,0.7134,1.3093,0.7115,0.7129,0.5998,0.488,0.0939,0.4452,2.3398,0.4868,7.6504,0.5609,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,509,279,10.0,5.3,3297
37,NORTH CAROLINA,NC,37001,Alamance,37001021207,"Census Tract 212.07, Alamance County, North Carolina",4.606137400292,3594,327,1516,107,1350,108,713,349,153,76,26318,3596,283,124,555,75,860,195,561,206,95,49,995,497,0,48,45,59,59,63,82,71,58,37,5,9,19.8,9.3,8.4,4.2,26318.0,3596.0,11.1,4.6,15.4,2.0,23.9,5.0,15.6,5.2,7.0,3.6,27.7,13.6,0.0,1.4,3.0,3.9,3.9,4.2,6.1,5.2,4.3,2.8,0.1,0.3,0.6967,0.7313,0.4769,0.4507,2.3556,0.6081,0.4659,0.6488,0.6032,0.3802,2.0981,0.5418,0.4544,0.0,0.4544,0.1876,0.5498,0.4284,0.918,0.4716,0.3544,2.7222,0.65,7.6303,0.5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,268,119,7.5,3.3,3514
37,NORTH CAROLINA,NC,37001,Alamance,37001021300,"Census Tract 213, Alamance County, North Carolina",52.223626788056,6123,272,2637,86,2362,110,791,147,179,43,27821,1408,565,91,1096,118,1287,110,845,115,144,37,2266,331,55,65,0,24,727,73,25,12,83,31,48,42,13.0,2.3,5.6,1.3,27821.0,1408.0,12.6,1.8,17.9,1.9,21.0,1.5,13.9,1.7,6.1,1.6,37.0,5.2,0.9,1.1,0.0,0.9,27.6,2.7,1.1,0.5,3.5,1.3,0.8,0.7,0.4401,0.4806,0.4193,0.5161,1.8561,0.4456,0.6378,0.4138,0.4896,0.3129,1.8541,0.3811,0.5802,0.4111,0.9913,0.5129,0.0,0.8226,0.3631,0.3874,0.6645,2.2376,0.4378,6.9391,0.4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,132,10.7,2.1,2694
37,NORTH CAROLINA,NC,37001,Alamance,37001021400,"Census Tract 214, Alamance County, North Carolina",25.168441883184,2737,279,1249,79,1197,100,332,136,88,54,25511,2341,213,105,528,121,502,97,583,186,49,32,234,388,46,76,0,17,125,71,32,30,66,48,27,19,12.1,5.3,5.7,3.7,25511.0,2341.0,10.3,4.9,19.3,4.8,18.3,3.0,21.3,6.2,4.1,2.7,8.5,14.2,1.8,2.9,0.0,1.4,10.0,5.8,2.7,2.5,5.5,3.9,1.0,0.7,0.4022,0.4912,0.5111,0.4175,1.822,0.4331,0.723,0.2235,0.8975,0.1641,2.0081,0.4859,0.1111,0.5926,0.7037,0.3263,0.0,0.5448,0.653,0.5858,0.6972,2.4808,0.5465,7.0146,0.4618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,135,10.0,4.6,1099
37,NORTH CAROLINA,NC,37001,Alamance,37001021500,"Census Tract 215, Alamance County, North Carolina",35.349957414714,4936,341,1977,97,1856,101,498,287,142,89,26510,3668,325,109,776,139,1119,190,726,155,295,112,800,433,9,46,0,17,392,122,66,43,20,22,26,16,10.1,5.6,5.3,3.3,26510.0,3668.0,8.9,2.9,15.7,2.9,22.7,3.5,14.7,3.0,15.9,6.0,16.2,8.7,0.2,1.0,0.0,0.9,19.8,5.9,3.6,2.3,1.1,1.2,0.5,0.3,0.3158,0.4469,0.4696,0.3535,1.5858,0.3646,0.4885,0.5484,0.5469,0.8737,2.4575,0.7931,0.2576,0.1862,0.4438,0.1829,0.0,0.7126,0.7682,0.1119,0.5968,2.1895,0.4133,6.6766,0.4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,145,9.1,2.7,2937
37,NORTH CAROLINA,NC,37001,Alamance,37001021600,"Census Tract 216, Alamance County, North Carolina",12.8364822277,7550,492,2276,157,2195,155,549,233,164,122,19890,2639,620,167,857,132,1242,238,809,174,230,105,1697,664,70,97,17,30,352,121,4,17,104,76,2136,242,10.1,4.1,5.7,4.1,19890.0,2639.0,17.5,4.4,11.4,1.8,16.5,3.0,10.7,2.4,10.5,4.7,22.5,8.7,1.0,1.4,0.7,1.3,15.5,5.2,0.2,0.8,4.7,3.5,28.3,2.6,0.3158,0.4912,0.8017,0.6986,2.3073,0.5919,0.2502,0.1452,0.3002,0.6521,1.3477,0.1206,0.3682,0.4373,0.8055,0.3885,0.3779,0.6446,0.1917,0.5118,0.9765,2.7025,0.6399,7.163,0.4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,535,210,7.1,2.7,10796
37,NORTH CAROLINA,NC,37001,Alamance,37001021701,"Census Tract 217.01, Alamance County, North Carolina",1.641633889028,3290,290,1619,111,1554,122,110,53,9,14,45089,3395,91,54,1209,130,492,96,526,120,23,26,375,443,15,51,189,82,64,60,0,17,137,76,94,37,3.4,1.7,0.6,0.9,45089.0,3395.0,3.5,2.1,36.7,3.9,15.0,2.6,16.4,3.7,1.5,1.7,11.4,13.5,0.5,1.6,11.7,5.0,4.0,3.7,0.0,1.1,8.8,4.9,2.9,1.1,0.061,0.0078,0.1121,0.1207,0.3016,0.0278,0.9829,0.1009,0.661,0.0359,1.7807,0.3363,0.1691,0.3051,0.4742,0.1963,0.7659,0.4316,0.0,0.7638,0.8364,2.7977,0.687,5.3542,0.218,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,82,52,2.6,1.6,1842
37,NORTH CAROLINA,NC,37001,Alamance,37001021702,"Census Tract 217.02, Alamance County, North Carolina",2.121362535212,6403,406,2145,177,2055,180,1205,300,116,74,27715,4053,103,77,930,154,909,126,533,165,31,38,1212,580,88,100,111,64,16,24,41,65,31,39,909,186,21.9,4.7,3.8,2.6,27715.0,4053.0,3.2,2.4,14.5,2.4,14.2,1.7,8.4,2.5,1.5,1.9,18.9,9.0,1.4,1.6,5.2,3.0,0.7,1.1,2.0,3.2,1.5,1.9,14.2,2.8,0.7513,0.2599,0.4225,0.1074,1.5411,0.3517,0.4088,0.0848,0.1681,0.0359,0.6976,0.0291,0.3046,0.5272,0.8318,0.4051,0.6327,0.214,0.5424,0.16,0.9548,2.5039,0.5585,5.5744,0.2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,165,116,2.6,1.8,6265
37,NORTH CAROLINA,NC,37001,Alamance,37001021703,"Census Tract 217.03, Alamance County, North Carolina",8.976664549328,6249,436,2798,117,2751,119,586,408,220,149,38539,7518,438,153,969,138,1098,231,589,162,177,126,1827,696,238,189,1058,243,54,69,15,29,45,33,80,72,9.6,6.6,5.8,4.0,38539.0,7518.0,10.0,3.6,15.5,2.4,17.6,3.5,9.6,2.9,6.4,4.6,29.2,11.0,4.1,3.2,37.8,8.6,1.9,2.5,0.5,1.1,1.6,1.2,1.3,1.1,0.2968,0.5023,0.185,0.4046,1.3887,0.3137,0.4719,0.1908,0.2402,0.3387,1.2416,0.0938,0.4751,0.8138,1.2889,0.6982,0.9502,0.3313,0.2309,0.1715,0.7378,2.4217,0.5201,6.3409,0.3466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,466,270,7.6,4.3,11847
